34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
21:26:29.059 (59512806)|EXECUTION_STARTED
21:26:29.059 (59526120)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
21:26:29.061 (61117555)|METHOD_ENTRY|[1]|01p61000006ZOEc|CurrencyBot.CurrencyBot()
21:26:29.061 (61272375)|METHOD_EXIT|[1]|CurrencyBot
21:26:29.061 (61354881)|CONSTRUCTOR_ENTRY|[25]|01p61000006ZOEc|<init>()
21:26:29.062 (62802567)|METHOD_ENTRY|[1]|01p61000006ZOEm|DataBot.DataBot()
21:26:29.062 (62828728)|METHOD_EXIT|[1]|DataBot
21:26:29.062 (62861219)|METHOD_ENTRY|[8]|01p61000006ZOEm|DataBot.getTuplesForType(Schema.DisplayType)
21:26:29.194 (194240711)|METHOD_ENTRY|[1]|01p61000006ZOEr|DataBotObjectFieldTuple.DataBotObjectFieldTuple()
21:26:29.194 (194273913)|METHOD_EXIT|[1]|DataBotObjectFieldTuple
21:26:29.194 (194323089)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:26:29.194 (194738937)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:26:29.214 (214276970)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:26:29.214 (214612536)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:26:29.216 (216048680)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:26:29.216 (216361689)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:26:29.337 (337050540)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
