34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
00:39:11.053 (53614051)|EXECUTION_STARTED
00:39:11.053 (53623017)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
00:39:11.055 (55961677)|METHOD_ENTRY|[1]|01p61000006ZOEc|CurrencyBot.CurrencyBot()
00:39:11.056 (56118388)|METHOD_EXIT|[1]|CurrencyBot
00:39:11.056 (56200670)|CONSTRUCTOR_ENTRY|[27]|01p61000006ZOEc|<init>()
00:39:11.057 (57322396)|METHOD_ENTRY|[1]|01p61000006Z7DT|LedgerBotFactory.LedgerBotFactory()
00:39:11.057 (57347257)|METHOD_EXIT|[1]|LedgerBotFactory
00:39:11.057 (57384082)|METHOD_ENTRY|[5]|01p61000006Z7DT|LedgerBotFactory.getLedgerBot(String)
00:39:11.057 (57874192)|SOQL_EXECUTE_BEGIN|[6]|Aggregations:0|SELECT Id, Name, Calculator__c, Last_Result__c, Last_Result_Time__c FROM LedgerBot__c WHERE LedgerBot__c.Name = :tmpVar1
00:39:11.065 (65845474)|SOQL_EXECUTE_END|[6]|Rows:1
00:39:11.066 (66195898)|METHOD_EXIT|[5]|01p61000006Z7DT|LedgerBotFactory.getLedgerBot(String)
00:39:11.103 (103234244)|METHOD_ENTRY|[1]|01p61000006ZOEm|DataBot.DataBot()
00:39:11.103 (103263044)|METHOD_EXIT|[1]|DataBot
00:39:11.103 (103307075)|METHOD_ENTRY|[17]|01p61000006ZOEm|DataBot.getTuplesForType(Schema.DisplayType)
00:39:11.245 (245439199)|METHOD_ENTRY|[1]|01p61000006ZOEr|DataBotObjectFieldTuple.DataBotObjectFieldTuple()
00:39:11.245 (245469310)|METHOD_EXIT|[1]|DataBotObjectFieldTuple
00:39:11.245 (245519661)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:39:11.245 (245937733)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:39:11.267 (267367732)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
