34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
00:10:03.094 (94828330)|EXECUTION_STARTED
00:10:03.094 (94840037)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
00:10:03.096 (96815229)|METHOD_ENTRY|[1]|01p61000006ZOEc|CurrencyBot.CurrencyBot()
00:10:03.096 (96950935)|METHOD_EXIT|[1]|CurrencyBot
00:10:03.097 (97034311)|CONSTRUCTOR_ENTRY|[25]|01p61000006ZOEc|<init>()
00:10:03.098 (98130086)|METHOD_ENTRY|[1]|01p61000006Z7DT|LedgerBotFactory.LedgerBotFactory()
00:10:03.098 (98156994)|METHOD_EXIT|[1]|LedgerBotFactory
00:10:03.098 (98186477)|METHOD_ENTRY|[8]|01p61000006Z7DT|LedgerBotFactory.getLedgerBot(String)
00:10:03.098 (98583146)|SOQL_EXECUTE_BEGIN|[6]|Aggregations:0|SELECT Id, Name, Calculator__c, Last_Result__c, Last_Result_Time__c FROM LedgerBot__c WHERE LedgerBot__c.Name = :tmpVar1
00:10:03.106 (106148670)|SOQL_EXECUTE_END|[6]|Rows:1
00:10:03.106 (106540096)|METHOD_EXIT|[8]|01p61000006Z7DT|LedgerBotFactory.getLedgerBot(String)
00:10:03.143 (143264105)|METHOD_ENTRY|[1]|01p61000006ZOEm|DataBot.DataBot()
00:10:03.143 (143294412)|METHOD_EXIT|[1]|DataBot
00:10:03.143 (143331730)|METHOD_ENTRY|[23]|01p61000006ZOEm|DataBot.getTuplesForType(Schema.DisplayType)
00:10:03.285 (285108605)|METHOD_ENTRY|[1]|01p61000006ZOEr|DataBotObjectFieldTuple.DataBotObjectFieldTuple()
00:10:03.285 (285140329)|METHOD_EXIT|[1]|DataBotObjectFieldTuple
00:10:03.285 (285184821)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:10:03.285 (285581253)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:10:03.306 (306080858)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:10:03.306 (306410724)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:10:03.307 (307923748)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:10:03.308 (308230339)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
