34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
00:23:47.051 (51220473)|EXECUTION_STARTED
00:23:47.051 (51229889)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
00:23:47.053 (53709725)|METHOD_ENTRY|[1]|01p61000006ZOEc|CurrencyBot.CurrencyBot()
00:23:47.053 (53838173)|METHOD_EXIT|[1]|CurrencyBot
00:23:47.053 (53912899)|CONSTRUCTOR_ENTRY|[27]|01p61000006ZOEc|<init>()
00:23:47.055 (55123279)|METHOD_ENTRY|[1]|01p61000006Z7DT|LedgerBotFactory.LedgerBotFactory()
00:23:47.055 (55144771)|METHOD_EXIT|[1]|LedgerBotFactory
00:23:47.055 (55174680)|METHOD_ENTRY|[8]|01p61000006Z7DT|LedgerBotFactory.getLedgerBot(String)
00:23:47.055 (55636609)|SOQL_EXECUTE_BEGIN|[6]|Aggregations:0|SELECT Id, Name, Calculator__c, Last_Result__c, Last_Result_Time__c FROM LedgerBot__c WHERE LedgerBot__c.Name = :tmpVar1
00:23:47.063 (63331481)|SOQL_EXECUTE_END|[6]|Rows:1
00:23:47.063 (63657353)|METHOD_EXIT|[8]|01p61000006Z7DT|LedgerBotFactory.getLedgerBot(String)
00:23:47.102 (102181935)|METHOD_ENTRY|[1]|01p61000006ZOEm|DataBot.DataBot()
00:23:47.102 (102208669)|METHOD_EXIT|[1]|DataBot
00:23:47.102 (102266666)|METHOD_ENTRY|[24]|01p61000006ZOEm|DataBot.getTuplesForType(Schema.DisplayType)
00:23:47.235 (235704116)|METHOD_ENTRY|[1]|01p61000006ZOEr|DataBotObjectFieldTuple.DataBotObjectFieldTuple()
00:23:47.235 (235730561)|METHOD_EXIT|[1]|DataBotObjectFieldTuple
00:23:47.235 (235776602)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.236 (236189653)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.255 (255624355)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.255 (255960743)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.257 (257397731)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.257 (257728968)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.379 (379305480)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.379 (379663084)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.380 (380133684)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.380 (380447379)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.380 (380913293)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.381 (381226357)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.384 (384694937)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.385 (385013253)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.385 (385430158)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.385 (385747249)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.387 (387893124)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.388 (388212306)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.388 (388925519)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.389 (389237010)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.389 (389934704)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.390 (390245928)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.390 (390660244)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.390 (390996824)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.391 (391414538)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.391 (391730807)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.427 (427131132)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.427 (427451701)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.503 (503612276)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.503 (503969272)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.533 (533773614)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.534 (534130856)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.547 (547040467)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.547 (547358211)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.576 (576897243)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.577 (577226687)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.577 (577662401)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.577 (577976319)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.584 (584800692)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.585 (585119444)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.585 (585593925)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.585 (585906816)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.586 (586353303)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.586 (586670355)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.587 (587081685)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.587 (587395364)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.638 (638746542)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.639 (639093925)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.665 (665677950)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:47.665 (665999045)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:48.729 (1729121208)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:48.729 (1729499169)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:48.779 (1779392573)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:48.779 (1779762543)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:48.820 (1820692542)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:23:48.821 (1821180914)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
*** Skipped 3999461 bytes of detailed log
00:23:49.027 (2027613856)|HEAP_ALLOCATE|[14]|Bytes:4
00:23:49.027 (2027660642)|HEAP_ALLOCATE|[14]|Bytes:12
00:23:49.027 (2027667353)|VARIABLE_SCOPE_BEGIN|[14]|fieldType|Schema.DisplayType|true|false
00:23:49.027 (2027682415)|VARIABLE_ASSIGNMENT|[14]|fieldType|"TEXTAREA"|0x17e6fb8b
00:23:49.027 (2027737940)|STATEMENT_EXECUTE|[15]
00:23:49.027 (2027763858)|HEAP_ALLOCATE|[13]|Bytes:5
00:23:49.027 (2027794956)|VARIABLE_SCOPE_BEGIN|[13]|field|Schema.SObjectField|true|false
00:23:49.027 (2027851792)|VARIABLE_ASSIGNMENT|[13]|field|"common.apex.runtime.impl.ApexFieldToken@317a9672"|0x317a9672
00:23:49.027 (2027861667)|STATEMENT_EXECUTE|[13]
00:23:49.027 (2027864050)|STATEMENT_EXECUTE|[14]
00:23:49.027 (2027984947)|HEAP_ALLOCATE|[14]|Bytes:4
00:23:49.028 (2028032616)|HEAP_ALLOCATE|[14]|Bytes:12
00:23:49.028 (2028044732)|VARIABLE_SCOPE_BEGIN|[14]|fieldType|Schema.DisplayType|true|false
00:23:49.028 (2028065055)|VARIABLE_ASSIGNMENT|[14]|fieldType|"BOOLEAN"|0x7982a66
00:23:49.028 (2028114839)|STATEMENT_EXECUTE|[15]
00:23:49.028 (2028130879)|HEAP_ALLOCATE|[13]|Bytes:5
00:23:49.028 (2028148104)|VARIABLE_SCOPE_BEGIN|[13]|field|Schema.SObjectField|true|false
00:23:49.028 (2028200047)|VARIABLE_ASSIGNMENT|[13]|field|"common.apex.runtime.impl.ApexFieldToken@6d7baeb6"|0x6d7baeb6
00:23:49.028 (2028207142)|STATEMENT_EXECUTE|[13]
00:23:49.028 (2028209398)|STATEMENT_EXECUTE|[14]
00:23:49.028 (2028282145)|HEAP_ALLOCATE|[14]|Bytes:4
00:23:49.028 (2028314291)|HEAP_ALLOCATE|[14]|Bytes:12
00:23:49.028 (2028320694)|VARIABLE_SCOPE_BEGIN|[14]|fieldType|Schema.DisplayType|true|false
00:23:49.028 (2028335756)|VARIABLE_ASSIGNMENT|[14]|fieldType|"STRING"|0xf08dd3b
00:23:49.028 (2028382581)|STATEMENT_EXECUTE|[15]
00:23:49.028 (2028397939)|HEAP_ALLOCATE|[13]|Bytes:5
00:23:49.028 (2028413929)|VARIABLE_ASSIGNMENT|[13]|field|null|
00:23:49.028 (2028427216)|HEAP_ALLOCATE|[7]|Bytes:5
00:23:49.028 (2028439827)|VARIABLE_SCOPE_BEGIN|[7]|key|String|false|false
00:23:49.028 (2028449551)|VARIABLE_ASSIGNMENT|[7]|key|"metricshare"
00:23:49.028 (2028453093)|STATEMENT_EXECUTE|[7]
00:23:49.028 (2028455677)|STATEMENT_EXECUTE|[9]
