34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
00:42:37.053 (53713904)|EXECUTION_STARTED
00:42:37.053 (53722928)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
00:42:37.054 (54550858)|METHOD_ENTRY|[1]|01p61000006ZOEc|CurrencyBot.CurrencyBot()
00:42:37.054 (54706451)|METHOD_EXIT|[1]|CurrencyBot
00:42:37.054 (54788935)|CONSTRUCTOR_ENTRY|[27]|01p61000006ZOEc|<init>()
00:42:37.055 (55039778)|METHOD_ENTRY|[1]|01p61000006Z7DT|LedgerBotFactory.LedgerBotFactory()
00:42:37.055 (55062522)|METHOD_EXIT|[1]|LedgerBotFactory
00:42:37.055 (55081682)|METHOD_ENTRY|[5]|01p61000006Z7DT|LedgerBotFactory.getLedgerBot(String)
00:42:37.055 (55629965)|SOQL_EXECUTE_BEGIN|[6]|Aggregations:0|SELECT Id, Name, Calculator__c, Last_Result__c, Last_Result_Time__c FROM LedgerBot__c WHERE LedgerBot__c.Name = :tmpVar1
00:42:37.063 (63480605)|SOQL_EXECUTE_END|[6]|Rows:1
00:42:37.063 (63958464)|METHOD_EXIT|[5]|01p61000006Z7DT|LedgerBotFactory.getLedgerBot(String)
00:42:37.104 (104693665)|METHOD_ENTRY|[1]|01p61000006ZOEm|DataBot.DataBot()
00:42:37.104 (104729323)|METHOD_EXIT|[1]|DataBot
00:42:37.104 (104752117)|METHOD_ENTRY|[17]|01p61000006ZOEm|DataBot.getTuplesForType(Schema.DisplayType)
00:42:37.237 (237623135)|METHOD_ENTRY|[1]|01p61000006ZOEr|DataBotObjectFieldTuple.DataBotObjectFieldTuple()
00:42:37.237 (237654595)|METHOD_EXIT|[1]|DataBotObjectFieldTuple
00:42:37.237 (237688563)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:42:37.238 (238081386)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:42:37.258 (258317369)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:42:37.258 (258656043)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:42:37.260 (260156187)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:42:37.260 (260473495)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:42:37.418 (418357757)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:42:37.418 (418913974)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
00:42:37.419 (419554480)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
