34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
23:25:21.092 (92128840)|EXECUTION_STARTED
23:25:21.092 (92140889)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
23:25:21.094 (94102842)|METHOD_ENTRY|[1]|01p61000006ZOEc|CurrencyBot.CurrencyBot()
23:25:21.094 (94271582)|METHOD_EXIT|[1]|CurrencyBot
23:25:21.094 (94348575)|CONSTRUCTOR_ENTRY|[25]|01p61000006ZOEc|<init>()
23:25:21.095 (95452389)|METHOD_ENTRY|[1]|01p61000006Z7DT|LedgerBotFactory.LedgerBotFactory()
23:25:21.095 (95477177)|METHOD_EXIT|[1]|LedgerBotFactory
23:25:21.095 (95507001)|METHOD_ENTRY|[8]|01p61000006Z7DT|LedgerBotFactory.getLedgerBot(String)
23:25:21.095 (95946198)|SOQL_EXECUTE_BEGIN|[6]|Aggregations:0|SELECT Id, Name, Calculator__c, Last_Result__c, Last_Result_Time__c FROM LedgerBot__c WHERE LedgerBot__c.Name = :tmpVar1
23:25:21.105 (105518779)|SOQL_EXECUTE_END|[6]|Rows:0
23:25:21.106 (106100628)|DML_BEGIN|[18]|Op:Insert|Type:LedgerBot__c|Rows:1
23:25:21.165 (165337047)|DML_END|[18]
23:25:21.165 (165665828)|SOQL_EXECUTE_BEGIN|[24]|Aggregations:0|SELECT Id, Name, Calculator__c, Last_Result__c, Last_Result_Time__c FROM LedgerBot__c WHERE LedgerBot__c.Name = :tmpVar1
23:25:21.170 (170339815)|SOQL_EXECUTE_END|[24]|Rows:1
23:25:21.170 (170831468)|METHOD_EXIT|[8]|01p61000006Z7DT|LedgerBotFactory.getLedgerBot(String)
23:25:21.172 (172564671)|METHOD_ENTRY|[1]|01p61000006ZOEm|DataBot.DataBot()
23:25:21.172 (172596440)|METHOD_EXIT|[1]|DataBot
23:25:21.172 (172634296)|METHOD_ENTRY|[21]|01p61000006ZOEm|DataBot.getTuplesForType(Schema.DisplayType)
23:25:21.317 (317446912)|METHOD_ENTRY|[1]|01p61000006ZOEr|DataBotObjectFieldTuple.DataBotObjectFieldTuple()
23:25:21.317 (317485621)|METHOD_EXIT|[1]|DataBotObjectFieldTuple
23:25:21.317 (317542660)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
23:25:21.318 (318035129)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
