34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
21:54:53.057 (57632282)|EXECUTION_STARTED
21:54:53.057 (57642805)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
21:54:53.059 (59166694)|METHOD_ENTRY|[1]|01p61000006ZOEc|CurrencyBot.CurrencyBot()
21:54:53.059 (59370185)|METHOD_EXIT|[1]|CurrencyBot
21:54:53.059 (59448879)|CONSTRUCTOR_ENTRY|[25]|01p61000006ZOEc|<init>()
21:54:53.060 (60836986)|METHOD_ENTRY|[1]|01p61000006ZOEm|DataBot.DataBot()
21:54:53.060 (60863807)|METHOD_EXIT|[1]|DataBot
21:54:53.060 (60893999)|METHOD_ENTRY|[8]|01p61000006ZOEm|DataBot.getTuplesForType(Schema.DisplayType)
21:54:53.206 (206669273)|METHOD_ENTRY|[1]|01p61000006ZOEr|DataBotObjectFieldTuple.DataBotObjectFieldTuple()
21:54:53.206 (206700477)|METHOD_EXIT|[1]|DataBotObjectFieldTuple
21:54:53.206 (206744722)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:54:53.207 (207151774)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:54:53.227 (227398881)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:54:53.227 (227717610)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:54:53.229 (229133621)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:54:53.229 (229459766)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:54:53.354 (354720872)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:54:53.355 (355069726)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:54:53.355 (355556678)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:54:53.355 (355869680)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:54:53.356 (356338133)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:54:53.356 (356649062)|CONSTRUCTOR_EXIT|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
21:54:53.360 (360094541)|CONSTRUCTOR_ENTRY|[18]|01p61000006ZOEr|<init>(Schema.SObjectType,Schema.SObjectField)
